training objective,layer,variables localized,interchange intervention accuracy
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Area",0.7889999747276306
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.9120000004768372
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.925000011920929
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Color, Area",0.890999972820282
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Color, Area",0.6800000071525574
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Circularity,0.9179999828338624
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Circularity,0.9079999923706056
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Circularity,0.8659999966621399
"Equal (0.4, 0.4, 0.4)",fc1 (3),Circularity,0.6330000162124634
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Color,0.9520000219345092
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Color,0.9649999737739564
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Color,0.930999994277954
"Equal (0.4, 0.4, 0.4)",fc1 (3),Color,0.7160000205039978
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Area,0.9390000104904176
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Area,0.9380000233650208
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Area,0.8889999985694885
"Equal (0.4, 0.4, 0.4)",fc1 (3),Area,0.6480000019073486
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9259999990463256
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.953000009059906
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.953000009059906
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color, Area",0.6740000247955322
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9089999794960022
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9120000004768372
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8920000195503235
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color",0.6159999966621399
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9300000071525574
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9419999718666076
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9169999957084656
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Area",0.7540000081062317
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Color, Area",0.9100000262260436
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Color, Area",0.912999987602234
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Color, Area",0.8970000147819519
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Color, Area",0.5590000152587891
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Circularity,0.9079999923706056
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Circularity,0.930999994277954
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Circularity,0.9070000052452089
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Circularity,0.6859999895095825
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Color,0.9559999704360962
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Color,0.9629999995231628
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Color,0.9319999814033508
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Color,0.7379999756813049
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Area,0.9279999732971193
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Area,0.9359999895095824
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Area,0.890999972820282
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Area,0.7099999785423279
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9169999957084656
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9390000104904176
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.944000005722046
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color, Area",0.8999999761581421
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9160000085830688
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.930999994277954
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8870000243186951
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color",0.5849999785423279
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9290000200271606
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9079999923706056
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9039999842643738
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Area",0.6800000071525574
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Color, Area",0.9330000281333924
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Color, Area",0.930999994277954
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Color, Area",0.8629999756813049
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Color, Area",0.6930000185966492
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Circularity,0.9139999747276306
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Circularity,0.9049999713897704
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Circularity,0.8740000128746033
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Circularity,0.7289999723434448
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Color,0.9589999914169312
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Color,0.9649999737739564
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Color,0.9229999780654908
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Color,0.7329999804496765
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Area,0.9470000267028807
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Area,0.9470000267028807
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Area,0.9079999923706056
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Area,0.7540000081062317
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9390000104904176
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9409999847412108
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9520000219345092
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color, Area",0.5419999957084656
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9190000295639038
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9169999957084656
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8790000081062317
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color",0.6240000128746033
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9390000104904176
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9300000071525574
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9020000100135804
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Area",0.7360000014305115
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.9240000247955322
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.915000021457672
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Color, Area",0.8659999966621399
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Color, Area",0.6389999985694885
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Circularity,0.906000018119812
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Circularity,0.902999997138977
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Circularity,0.8730000257492065
"Equal (0.4, 0.4, 0.4)",fc1 (3),Circularity,0.6110000014305115
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Color,0.962000012397766
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Color,0.9359999895095824
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Color,0.9430000185966492
"Equal (0.4, 0.4, 0.4)",fc1 (3),Color,0.7360000014305115
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Area,0.9380000233650208
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Area,0.9459999799728394
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Area,0.8840000033378601
"Equal (0.4, 0.4, 0.4)",fc1 (3),Area,0.7590000033378601
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9520000219345092
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9490000009536744
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.962000012397766
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color, Area",0.9570000171661376
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9229999780654908
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.8930000066757202
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8820000290870667
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color",0.6769999861717224
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9480000138282776
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9359999895095824
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9190000295639038
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Area",0.7649999856948853
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Color, Area",0.9229999780654908
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Color, Area",0.9089999794960022
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Color, Area",0.8989999890327454
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Color, Area",0.8069999814033508
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Circularity,0.915000021457672
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Circularity,0.925000011920929
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Circularity,0.9259999990463256
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Circularity,0.8339999914169312
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Color,0.953000009059906
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Color,0.9520000219345092
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Color,0.9350000023841858
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Color,0.734000027179718
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Area,0.9390000104904176
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Area,0.9419999718666076
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Area,0.9010000228881836
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Area,0.7039999961853027
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.944000005722046
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9399999976158142
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9259999990463256
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color, Area",0.9470000267028807
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9169999957084656
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9269999861717224
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.906000018119812
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color",0.796999990940094
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9269999861717224
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.915000021457672
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.921999990940094
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Area",0.6930000185966492
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Color, Area",0.9259999990463256
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Color, Area",0.9210000038146972
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Color, Area",0.8960000276565552
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Color, Area",0.7089999914169312
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Circularity,0.9120000004768372
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Circularity,0.906000018119812
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Circularity,0.8830000162124634
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Circularity,0.6729999780654907
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Color,0.9559999704360962
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Color,0.9369999766349792
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Color,0.921999990940094
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Color,0.7620000243186951
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Area,0.9459999799728394
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Area,0.9480000138282776
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Area,0.921999990940094
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Area,0.8389999866485596
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9470000267028807
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9380000233650208
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9169999957084656
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color, Area",0.8610000014305115
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9190000295639038
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9079999923706056
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8899999856948853
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color",0.7160000205039978
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9369999766349792
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9100000262260436
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9020000100135804
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Area",0.7300000190734863
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.9169999957084656
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.9079999923706056
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Color, Area",0.8640000224113464
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Color, Area",0.7429999709129333
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Circularity,0.9229999780654908
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Circularity,0.8830000162124634
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Circularity,0.8679999709129333
"Equal (0.4, 0.4, 0.4)",fc1 (3),Circularity,0.7360000014305115
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Color,0.9539999961853028
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Color,0.949999988079071
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Color,0.9340000152587892
"Equal (0.4, 0.4, 0.4)",fc1 (3),Color,0.699999988079071
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Area,0.930999994277954
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Area,0.9409999847412108
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Area,0.9039999842643738
"Equal (0.4, 0.4, 0.4)",fc1 (3),Area,0.75
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9340000152587892
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9459999799728394
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9520000219345092
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color, Area",0.9229999780654908
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9079999923706056
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.912999987602234
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8939999938011169
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color",0.7039999961853027
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9390000104904176
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.925000011920929
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9169999957084656
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Area",0.6050000190734863
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Color, Area",0.912999987602234
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Color, Area",0.9160000085830688
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Color, Area",0.9020000100135804
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Color, Area",0.6679999828338623
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Circularity,0.9269999861717224
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Circularity,0.915000021457672
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Circularity,0.9110000133514404
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Circularity,0.7670000195503235
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Color,0.9660000205039978
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Color,0.9629999995231628
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Color,0.9319999814033508
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Color,0.6200000047683716
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Area,0.9350000023841858
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Area,0.944000005722046
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Area,0.8759999871253967
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Area,0.6940000057220459
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9160000085830688
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9319999814033508
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9580000042915344
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color, Area",0.6549999713897705
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9100000262260436
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9240000247955322
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.9240000247955322
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color",0.5379999876022339
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9210000038146972
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9350000023841858
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.8980000019073486
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Area",0.6959999799728394
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Color, Area",0.9359999895095824
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Color, Area",0.9100000262260436
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Color, Area",0.8820000290870667
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Color, Area",0.6589999794960022
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Circularity,0.906000018119812
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Circularity,0.9039999842643738
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Circularity,0.8740000128746033
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Circularity,0.6769999861717224
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Color,0.9549999833106996
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Color,0.9639999866485596
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Color,0.9459999799728394
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Color,0.7289999723434448
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Area,0.9399999976158142
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Area,0.9419999718666076
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Area,0.925000011920929
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Area,0.7919999957084656
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9480000138282776
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.944000005722046
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9559999704360962
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color, Area",0.5080000162124634
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9089999794960022
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9190000295639038
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8960000276565552
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color",0.7620000243186951
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9419999718666076
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9509999752044678
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9010000228881836
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Area",0.6549999713897705
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.9290000200271606
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.9010000228881836
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Color, Area",0.9039999842643738
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Color, Area",0.7210000157356262
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Circularity,0.9039999842643738
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Circularity,0.8899999856948853
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Circularity,0.912999987602234
"Equal (0.4, 0.4, 0.4)",fc1 (3),Circularity,0.718999981880188
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Color,0.9539999961853028
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Color,0.9629999995231628
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Color,0.9300000071525574
"Equal (0.4, 0.4, 0.4)",fc1 (3),Color,0.6959999799728394
