training objective,layer,variables localized,accuracy,model index,size
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9470000267028807,11,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9470000267028807,11,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.9079999923706056,11,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Area,0.7540000081062317,11,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9390000104904176,12,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9409999847412108,12,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.9520000219345092,12,4
"Equal (0.4, 0.4, 0.4)",,,0.5419999957084656,12,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9190000295639038,12,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9169999957084656,12,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.8790000081062317,12,4
"Equal (0.4, 0.4, 0.4)",,,0.6240000128746033,12,4
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9390000104904176,12,4
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9300000071525574,12,4
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9020000100135804,12,4
"Equal (0.4, 0.4, 0.4)",,"Circularity, Area",0.7360000014305115,12,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9240000247955322,12,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.915000021457672,12,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.8659999966621399,12,4
"Equal (0.4, 0.4, 0.4)",,,0.6389999985694885,12,4
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.906000018119812,12,4
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.902999997138977,12,4
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.8730000257492065,12,4
"Equal (0.4, 0.4, 0.4)",,Circularity,0.6110000014305115,12,4
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.962000012397766,12,4
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9359999895095824,12,4
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9430000185966492,12,4
"Equal (0.4, 0.4, 0.4)",,Color,0.7360000014305115,12,4
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9380000233650208,12,4
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9459999799728394,12,4
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.8840000033378601,12,4
"Equal (0.4, 0.4, 0.4)",,Area,0.7590000033378601,12,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9520000219345092,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9490000009536744,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.962000012397766,13,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.9570000171661376,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9229999780654908,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.8930000066757202,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.8820000290870667,13,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.6769999861717224,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9480000138282776,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.9359999895095824,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9190000295639038,13,4
"Prefer Area (0.3, 0.4, 0.5)",,"Circularity, Area",0.7649999856948853,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9229999780654908,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9089999794960022,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.8989999890327454,13,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.8069999814033508,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.915000021457672,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.925000011920929,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9259999990463256,13,4
"Prefer Area (0.3, 0.4, 0.5)",,Circularity,0.8339999914169312,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.953000009059906,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9520000219345092,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9350000023841858,13,4
"Prefer Area (0.3, 0.4, 0.5)",,Color,0.734000027179718,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9390000104904176,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9419999718666076,13,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.9010000228881836,13,4
"Prefer Area (0.3, 0.4, 0.5)",,Area,0.7039999961853027,13,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.944000005722046,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9399999976158142,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9259999990463256,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.9470000267028807,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9169999957084656,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9269999861717224,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.906000018119812,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.796999990940094,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9269999861717224,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.915000021457672,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.921999990940094,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",,"Circularity, Area",0.6930000185966492,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9259999990463256,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9210000038146972,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8960000276565552,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.7089999914169312,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.9120000004768372,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.906000018119812,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.8830000162124634,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Circularity,0.6729999780654907,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.9559999704360962,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9369999766349792,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.921999990940094,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Color,0.7620000243186951,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9459999799728394,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9480000138282776,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.921999990940094,14,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Area,0.8389999866485596,14,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9470000267028807,15,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9380000233650208,15,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.9169999957084656,15,4
"Equal (0.4, 0.4, 0.4)",,,0.8610000014305115,15,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9190000295639038,15,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9079999923706056,15,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.8899999856948853,15,4
"Equal (0.4, 0.4, 0.4)",,,0.7160000205039978,15,4
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9369999766349792,15,4
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9100000262260436,15,4
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9020000100135804,15,4
"Equal (0.4, 0.4, 0.4)",,"Circularity, Area",0.7300000190734863,15,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9169999957084656,15,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9079999923706056,15,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.8640000224113464,15,4
"Equal (0.4, 0.4, 0.4)",,,0.7429999709129333,15,4
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.9229999780654908,15,4
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.8830000162124634,15,4
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.8679999709129333,15,4
"Equal (0.4, 0.4, 0.4)",,Circularity,0.7360000014305115,15,4
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.9539999961853028,15,4
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.949999988079071,15,4
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9340000152587892,15,4
"Equal (0.4, 0.4, 0.4)",,Color,0.699999988079071,15,4
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.930999994277954,15,4
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9409999847412108,15,4
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.9039999842643738,15,4
"Equal (0.4, 0.4, 0.4)",,Area,0.75,15,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9340000152587892,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9459999799728394,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9520000219345092,16,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.9229999780654908,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9079999923706056,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.912999987602234,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.8939999938011169,16,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.7039999961853027,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9390000104904176,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.925000011920929,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9169999957084656,16,4
"Prefer Area (0.3, 0.4, 0.5)",,"Circularity, Area",0.6050000190734863,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.912999987602234,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9160000085830688,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9020000100135804,16,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.6679999828338623,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9269999861717224,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.915000021457672,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9110000133514404,16,4
"Prefer Area (0.3, 0.4, 0.5)",,Circularity,0.7670000195503235,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9660000205039978,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9629999995231628,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9319999814033508,16,4
"Prefer Area (0.3, 0.4, 0.5)",,Color,0.6200000047683716,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9350000023841858,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.944000005722046,16,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.8759999871253967,16,4
"Prefer Area (0.3, 0.4, 0.5)",,Area,0.6940000057220459,16,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9160000085830688,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9319999814033508,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9580000042915344,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6549999713897705,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9100000262260436,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9240000247955322,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9240000247955322,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.5379999876022339,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9210000038146972,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9350000023841858,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.8980000019073486,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",,"Circularity, Area",0.6959999799728394,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9359999895095824,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9100000262260436,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8820000290870667,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6589999794960022,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.906000018119812,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.9039999842643738,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.8740000128746033,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Circularity,0.6769999861717224,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.9549999833106996,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9639999866485596,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.9459999799728394,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Color,0.7289999723434448,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9399999976158142,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9419999718666076,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.925000011920929,17,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Area,0.7919999957084656,17,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9480000138282776,18,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.944000005722046,18,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.9559999704360962,18,4
"Equal (0.4, 0.4, 0.4)",,,0.5080000162124634,18,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9089999794960022,18,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9190000295639038,18,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.8960000276565552,18,4
"Equal (0.4, 0.4, 0.4)",,,0.7620000243186951,18,4
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9419999718666076,18,4
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9509999752044678,18,4
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9010000228881836,18,4
"Equal (0.4, 0.4, 0.4)",,"Circularity, Area",0.6549999713897705,18,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9290000200271606,18,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9010000228881836,18,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.9039999842643738,18,4
"Equal (0.4, 0.4, 0.4)",,,0.7210000157356262,18,4
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.9039999842643738,18,4
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.8899999856948853,18,4
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.912999987602234,18,4
"Equal (0.4, 0.4, 0.4)",,Circularity,0.718999981880188,18,4
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.9539999961853028,18,4
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9629999995231628,18,4
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9300000071525574,18,4
"Equal (0.4, 0.4, 0.4)",,Color,0.6959999799728394,18,4
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9490000009536744,18,4
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.925000011920929,18,4
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.912999987602234,18,4
"Equal (0.4, 0.4, 0.4)",,Area,0.7429999709129333,18,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9459999799728394,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9380000233650208,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9480000138282776,19,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.959999978542328,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.925000011920929,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9120000004768372,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9049999713897704,19,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.671999990940094,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9589999914169312,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.944000005722046,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.8989999890327454,19,4
"Prefer Area (0.3, 0.4, 0.5)",,"Circularity, Area",0.7459999918937683,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9359999895095824,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.902999997138977,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.8989999890327454,19,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.5699999928474426,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.930999994277954,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9210000038146972,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.930999994277954,19,4
"Prefer Area (0.3, 0.4, 0.5)",,Circularity,0.8059999942779541,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9700000286102296,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9520000219345092,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9589999914169312,19,4
"Prefer Area (0.3, 0.4, 0.5)",,Color,0.7279999852180481,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9390000104904176,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9190000295639038,19,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.8920000195503235,19,4
"Prefer Area (0.3, 0.4, 0.5)",,Area,0.6729999780654907,19,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9120000004768372,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9419999718666076,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9490000009536744,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6290000081062317,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.912999987602234,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.878000020980835,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9010000228881836,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.7870000004768372,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9290000200271606,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9160000085830688,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.871999979019165,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",,"Circularity, Area",0.6269999742507935,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9319999814033508,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9210000038146972,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8740000128746033,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.7559999823570251,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.8899999856948853,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.8849999904632568,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.8510000109672546,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Circularity,0.7459999918937683,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.953000009059906,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.953000009059906,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.9160000085830688,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Color,0.753000020980835,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9509999752044678,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9399999976158142,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.9049999713897704,20,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Area,0.765999972820282,20,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.925000011920929,21,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9279999732971193,21,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.930999994277954,21,4
"Equal (0.4, 0.4, 0.4)",,,0.7319999933242798,21,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.8740000128746033,21,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.8949999809265137,21,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.8809999823570251,21,4
"Equal (0.4, 0.4, 0.4)",,,0.6460000276565552,21,4
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.930999994277954,21,4
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9359999895095824,21,4
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9100000262260436,21,4
"Equal (0.4, 0.4, 0.4)",,"Circularity, Area",0.6510000228881836,21,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9169999957084656,21,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.8920000195503235,21,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.878000020980835,21,4
"Equal (0.4, 0.4, 0.4)",,,0.6909999847412109,21,4
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.915000021457672,21,4
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.890999972820282,21,4
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.8889999985694885,21,4
"Equal (0.4, 0.4, 0.4)",,Circularity,0.7300000190734863,21,4
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.949999988079071,21,4
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9549999833106996,21,4
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9319999814033508,21,4
"Equal (0.4, 0.4, 0.4)",,Color,0.7049999833106995,21,4
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.944000005722046,21,4
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9079999923706056,21,4
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.8849999904632568,21,4
"Equal (0.4, 0.4, 0.4)",,Area,0.7319999933242798,21,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9419999718666076,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9470000267028807,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.962000012397766,22,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.5490000247955322,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9169999957084656,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9139999747276306,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.8939999938011169,22,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.6489999890327454,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.944000005722046,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.9419999718666076,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9259999990463256,22,4
"Prefer Area (0.3, 0.4, 0.5)",,"Circularity, Area",0.6489999890327454,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9169999957084656,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9169999957084656,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.8899999856948853,22,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.7149999737739563,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9049999713897704,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9200000166893004,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9089999794960022,22,4
"Prefer Area (0.3, 0.4, 0.5)",,Circularity,0.7960000038146973,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9710000157356262,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9670000076293944,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9390000104904176,22,4
"Prefer Area (0.3, 0.4, 0.5)",,Color,0.7329999804496765,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9269999861717224,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9300000071525574,22,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.9010000228881836,22,4
"Prefer Area (0.3, 0.4, 0.5)",,Area,0.6769999861717224,22,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9399999976158142,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9330000281333924,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9430000185966492,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.7760000228881836,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.912999987602234,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9079999923706056,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9020000100135804,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6430000066757202,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.925000011920929,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9020000100135804,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.8960000276565552,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",,"Circularity, Area",0.6859999895095825,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9179999828338624,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.902999997138977,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8889999985694885,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6919999718666077,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.9039999842643738,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.8920000195503235,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.8600000143051147,23,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Circularity,0.6850000023841858,23,4
